name,chemontid,level,SUBCLASS,CHEMONT_STRING,CLASS_STRING
Glycero-3-dithiophosphocholines,CHEMONTID:0001980,3,CHEMONTID:0000012,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0001980,Organic compounds;Lipids and lipid-like molecules;Glycero-3-dithiophosphocholines
Carboximidic acids and derivatives,CHEMONTID:0002285,3,CHEMONTID:0000264,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0002285,Organic compounds;Organic acids and derivatives;Carboximidic acids and derivatives
1-azaoxoaporphines,CHEMONTID:0003019,3,CHEMONTID:0000279,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0003019,Organic compounds;Alkaloids and derivatives;1-azaoxoaporphines
Organic phosphines and derivatives,CHEMONTID:0000401,3,CHEMONTID:0000400,CHEMONTID:0000000;CHEMONTID:0000400;CHEMONTID:0000401,Organic compounds;Organophosphorus compounds;Organic phosphines and derivatives
Dioxolopyrans,CHEMONTID:0001985,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001985,Organic compounds;Organoheterocyclic compounds;Dioxolopyrans
Triazolopyridazines,CHEMONTID:0002117,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002117,Organic compounds;Organoheterocyclic compounds;Triazolopyridazines
Diazanaphthalenes,CHEMONTID:0004788,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0004788,Organic compounds;Organoheterocyclic compounds;Diazanaphthalenes
Pyrimidine nucleotides,CHEMONTID:0001509,3,CHEMONTID:0000289,CHEMONTID:0000000;CHEMONTID:0000289;CHEMONTID:0001509,"Organic compounds;Nucleosides, nucleotides, and analogues;Pyrimidine nucleotides"
Isobenzofurans,CHEMONTID:0003408,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0003408,Organic compounds;Organoheterocyclic compounds;Isobenzofurans
Organic phosphonic acids and derivatives,CHEMONTID:0000419,3,CHEMONTID:0000264,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000419,Organic compounds;Organic acids and derivatives;Organic phosphonic acids and derivatives
Oxocins,CHEMONTID:0001796,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001796,Organic compounds;Organoheterocyclic compounds;Oxocins
Lignan lactones,CHEMONTID:0001510,3,CHEMONTID:0001392,CHEMONTID:0000000;CHEMONTID:0001392;CHEMONTID:0001510,"Organic compounds;Lignans, neolignans and related compounds;Lignan lactones"
Piperidines,CHEMONTID:0000195,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000195,Organic compounds;Organoheterocyclic compounds;Piperidines
"Pumiliotoxins, homopumiliotoxins, and allopumiliotoxins",CHEMONTID:0001567,3,CHEMONTID:0000279,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0001567,"Organic compounds;Alkaloids and derivatives;Pumiliotoxins, homopumiliotoxins, and allopumiliotoxins"
Sulfoxides,CHEMONTID:0000491,3,CHEMONTID:0000004,CHEMONTID:0000000;CHEMONTID:0000004;CHEMONTID:0000491,Organic compounds;Organosulfur compounds;Sulfoxides
Benzoxazepines,CHEMONTID:0000319,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000319,Organic compounds;Organoheterocyclic compounds;Benzoxazepines
Inorganic arsenic compounds,CHEMONTID:0004057,3,CHEMONTID:0001568,CHEMONTID:0000001;CHEMONTID:0001568;CHEMONTID:0004057,Inorganic compounds;Miscellaneous inorganic compounds;Inorganic arsenic compounds
Dithiosulfonic S-acids,CHEMONTID:0002544,3,CHEMONTID:0000264,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0002544,Organic compounds;Organic acids and derivatives;Dithiosulfonic S-acids
Inorganic lithium salts,CHEMONTID:0004487,3,CHEMONTID:0003866,CHEMONTID:0000001;CHEMONTID:0003866;CHEMONTID:0004487,Inorganic compounds;Inorganic salts;Inorganic lithium salts
Piperazinoazepines,CHEMONTID:0002000,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002000,Organic compounds;Organoheterocyclic compounds;Piperazinoazepines
Thiosulfonimidic s-acids,CHEMONTID:0002532,3,CHEMONTID:0000264,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0002532,Organic compounds;Organic acids and derivatives;Thiosulfonimidic s-acids
"Pyrazolo[1,5-d][1,2,4]triazines",CHEMONTID:0004373,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0004373,"Organic compounds;Organoheterocyclic compounds;Pyrazolo[1,5-d][1,2,4]triazines"
Sulfines,CHEMONTID:0000009,3,CHEMONTID:0000004,CHEMONTID:0000000;CHEMONTID:0000004;CHEMONTID:0000009,Organic compounds;Organosulfur compounds;Sulfines
Triazolopyrimidines,CHEMONTID:0001443,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001443,Organic compounds;Organoheterocyclic compounds;Triazolopyrimidines
Ervatamia alkaloids,CHEMONTID:0003757,3,CHEMONTID:0000279,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0003757,Organic compounds;Alkaloids and derivatives;Ervatamia alkaloids
Inorganic hydrides,CHEMONTID:0003945,3,CHEMONTID:0001568,CHEMONTID:0000001;CHEMONTID:0001568;CHEMONTID:0003945,Inorganic compounds;Miscellaneous inorganic compounds;Inorganic hydrides
Coumarinolignans,CHEMONTID:0002545,3,CHEMONTID:0001392,CHEMONTID:0000000;CHEMONTID:0001392;CHEMONTID:0002545,"Organic compounds;Lignans, neolignans and related compounds;Coumarinolignans"
Aurone flavonoids,CHEMONTID:0001631,3,CHEMONTID:0000261,CHEMONTID:0000000;CHEMONTID:0000261;CHEMONTID:0001631,Organic compounds;Phenylpropanoids and polyketides;Aurone flavonoids
Diselenins,CHEMONTID:0003691,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0003691,Organic compounds;Organoheterocyclic compounds;Diselenins
Diazaphospholines,CHEMONTID:0002062,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002062,Organic compounds;Organoheterocyclic compounds;Diazaphospholines
Okadaic acids and derivatives,CHEMONTID:0001802,3,CHEMONTID:0000261,CHEMONTID:0000000;CHEMONTID:0000261;CHEMONTID:0001802,Organic compounds;Phenylpropanoids and polyketides;Okadaic acids and derivatives
"2',5'-dideoxyribonucleosides",CHEMONTID:0004799,3,CHEMONTID:0000289,CHEMONTID:0000000;CHEMONTID:0000289;CHEMONTID:0004799,"Organic compounds;Nucleosides, nucleotides, and analogues;2',5'-dideoxyribonucleosides"
Post-transition metal organides,CHEMONTID:0000458,3,CHEMONTID:0000424,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000458,Inorganic compounds;Mixed metal/non-metal compounds;Post-transition metal organides
Transition metal salts,CHEMONTID:0000443,3,CHEMONTID:0000424,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000443,Inorganic compounds;Mixed metal/non-metal compounds;Transition metal salts
Intermetallic lanthanide compounds,CHEMONTID:0001450,3,CHEMONTID:0000422,CHEMONTID:0000001;CHEMONTID:0000422;CHEMONTID:0001450,Inorganic compounds;Homogeneous metal compounds;Intermetallic lanthanide compounds
Inorganic sulfides,CHEMONTID:0003942,3,CHEMONTID:0001568,CHEMONTID:0000001;CHEMONTID:0001568;CHEMONTID:0003942,Inorganic compounds;Miscellaneous inorganic compounds;Inorganic sulfides
Quinodimethanes,CHEMONTID:0001579,3,CHEMONTID:0004150,CHEMONTID:0000000;CHEMONTID:0004150;CHEMONTID:0001579,Organic compounds;Hydrocarbon derivatives;Quinodimethanes
"Furo[3,4-d]pyrimidine glycosides",CHEMONTID:0003747,3,CHEMONTID:0000289,CHEMONTID:0000000;CHEMONTID:0000289;CHEMONTID:0003747,"Organic compounds;Nucleosides, nucleotides, and analogues;Furo[3,4-d]pyrimidine glycosides"
Seleninic acids and derivatives,CHEMONTID:0002027,3,CHEMONTID:0000264,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0002027,Organic compounds;Organic acids and derivatives;Seleninic acids and derivatives
Haloalkenes,CHEMONTID:0003903,3,CHEMONTID:0000267,CHEMONTID:0000000;CHEMONTID:0000267;CHEMONTID:0003903,Organic compounds;Organohalogen compounds;Haloalkenes
Isoindoles and derivatives,CHEMONTID:0001819,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001819,Organic compounds;Organoheterocyclic compounds;Isoindoles and derivatives
Carboperoxothioic OO-acids,CHEMONTID:0003166,3,CHEMONTID:0000264,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0003166,Organic compounds;Organic acids and derivatives;Carboperoxothioic OO-acids
Lupin alkaloids,CHEMONTID:0002719,3,CHEMONTID:0000279,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0002719,Organic compounds;Alkaloids and derivatives;Lupin alkaloids
Thienopyrimidines,CHEMONTID:0002020,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002020,Organic compounds;Organoheterocyclic compounds;Thienopyrimidines
Polynucleotides,CHEMONTID:0003301,3,CHEMONTID:0003297,CHEMONTID:0000000;CHEMONTID:0003297;CHEMONTID:0003301,Organic compounds;Organic Polymers;Polynucleotides
Naphthalenes,CHEMONTID:0000023,3,CHEMONTID:0002448,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0000023,Organic compounds;Benzenoids;Naphthalenes
Benzodiazepines,CHEMONTID:0000295,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000295,Organic compounds;Organoheterocyclic compounds;Benzodiazepines
Metal alkyl halides,CHEMONTID:0004442,3,CHEMONTID:0000462,CHEMONTID:0000000;CHEMONTID:0000462;CHEMONTID:0004442,Organic compounds;Organometallic compounds;Metal alkyl halides
Thiochromenes,CHEMONTID:0002499,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002499,Organic compounds;Organoheterocyclic compounds;Thiochromenes
Strychnos alkaloids,CHEMONTID:0002749,3,CHEMONTID:0000279,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0002749,Organic compounds;Alkaloids and derivatives;Strychnos alkaloids
Metalloid salts,CHEMONTID:0000442,3,CHEMONTID:0000424,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000442,Inorganic compounds;Mixed metal/non-metal compounds;Metalloid salts
Erythrina alkaloids,CHEMONTID:0001782,3,CHEMONTID:0000279,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0001782,Organic compounds;Alkaloids and derivatives;Erythrina alkaloids
Pentacenequinones,CHEMONTID:0000154,3,CHEMONTID:0002448,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0000154,Organic compounds;Benzenoids;Pentacenequinones
Coumarans,CHEMONTID:0004189,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0004189,Organic compounds;Organoheterocyclic compounds;Coumarans
Organic sulfate salts,CHEMONTID:0003929,3,CHEMONTID:0003865,CHEMONTID:0000000;CHEMONTID:0003865;CHEMONTID:0003929,Organic compounds;Organic salts;Organic sulfate salts
Dihydrothiophenes,CHEMONTID:0002091,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002091,Organic compounds;Organoheterocyclic compounds;Dihydrothiophenes
Actinide salts,CHEMONTID:0000441,3,CHEMONTID:0000424,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000441,Inorganic compounds;Mixed metal/non-metal compounds;Actinide salts
Miscellaneous mixed metal/non-metals,CHEMONTID:0001270,3,CHEMONTID:0000424,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0001270,Inorganic compounds;Mixed metal/non-metal compounds;Miscellaneous mixed metal/non-metals
Isothiochromanes,CHEMONTID:0002835,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002835,Organic compounds;Organoheterocyclic compounds;Isothiochromanes
Inorganic oxides,CHEMONTID:0003944,3,CHEMONTID:0001568,CHEMONTID:0000001;CHEMONTID:0001568;CHEMONTID:0003944,Inorganic compounds;Miscellaneous inorganic compounds;Inorganic oxides
4a-homomorphinans,CHEMONTID:0003772,3,CHEMONTID:0000279,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0003772,Organic compounds;Alkaloids and derivatives;4a-homomorphinans
Thiophenes,CHEMONTID:0000097,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000097,Organic compounds;Organoheterocyclic compounds;Thiophenes
Vincosan alkaloids,CHEMONTID:0002752,3,CHEMONTID:0000279,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0002752,Organic compounds;Alkaloids and derivatives;Vincosan alkaloids
Azaphilones,CHEMONTID:0003477,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0003477,Organic compounds;Organoheterocyclic compounds;Azaphilones
Glycinamide ribonucleotides,CHEMONTID:0001014,3,CHEMONTID:0000289,CHEMONTID:0000000;CHEMONTID:0000289;CHEMONTID:0001014,"Organic compounds;Nucleosides, nucleotides, and analogues;Glycinamide ribonucleotides"
Dioxathiolanes,CHEMONTID:0002486,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002486,Organic compounds;Organoheterocyclic compounds;Dioxathiolanes
Aspidospermatan-type alkaloids,CHEMONTID:0002755,3,CHEMONTID:0000279,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0002755,Organic compounds;Alkaloids and derivatives;Aspidospermatan-type alkaloids
Thiohydroximic acids and derivatives,CHEMONTID:0004136,3,CHEMONTID:0000264,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0004136,Organic compounds;Organic acids and derivatives;Thiohydroximic acids and derivatives
Metal alkyls,CHEMONTID:0004436,3,CHEMONTID:0000462,CHEMONTID:0000000;CHEMONTID:0000462;CHEMONTID:0004436,Organic compounds;Organometallic compounds;Metal alkyls
Carboselenothioic S-acids,CHEMONTID:0003167,3,CHEMONTID:0000264,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0003167,Organic compounds;Organic acids and derivatives;Carboselenothioic S-acids
Endocannabinoids,CHEMONTID:0001103,3,CHEMONTID:0000012,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0001103,Organic compounds;Lipids and lipid-like molecules;Endocannabinoids
Diazaspirononane derivatives,CHEMONTID:0000191,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000191,Organic compounds;Organoheterocyclic compounds;Diazaspirononane derivatives
Sulfonodiimidoperoxoic acids,CHEMONTID:0003150,3,CHEMONTID:0000264,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0003150,Organic compounds;Organic acids and derivatives;Sulfonodiimidoperoxoic acids
"Pyrazolo[1,5-b]pyridazines",CHEMONTID:0004371,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0004371,"Organic compounds;Organoheterocyclic compounds;Pyrazolo[1,5-b]pyridazines"
Thioamides,CHEMONTID:0000510,3,CHEMONTID:0000004,CHEMONTID:0000000;CHEMONTID:0000004;CHEMONTID:0000510,Organic compounds;Organosulfur compounds;Thioamides
Thiepins,CHEMONTID:0000096,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000096,Organic compounds;Organoheterocyclic compounds;Thiepins
(2'->5')-dinucleotides,CHEMONTID:0003393,3,CHEMONTID:0000289,CHEMONTID:0000000;CHEMONTID:0000289;CHEMONTID:0003393,"Organic compounds;Nucleosides, nucleotides, and analogues;(2'->5')-dinucleotides"
Inorganic mercury compounds,CHEMONTID:0004060,3,CHEMONTID:0001568,CHEMONTID:0000001;CHEMONTID:0001568;CHEMONTID:0004060,Inorganic compounds;Miscellaneous inorganic compounds;Inorganic mercury compounds
Morphinans,CHEMONTID:0000058,3,CHEMONTID:0000279,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0000058,Organic compounds;Alkaloids and derivatives;Morphinans
"Pyrano[3,2-d]pyrimidine glycosides",CHEMONTID:0003745,3,CHEMONTID:0000289,CHEMONTID:0000000;CHEMONTID:0000289;CHEMONTID:0003745,"Organic compounds;Nucleosides, nucleotides, and analogues;Pyrano[3,2-d]pyrimidine glycosides"
Sulfinohydrazonoperoxoic acids,CHEMONTID:0002899,3,CHEMONTID:0000264,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0002899,Organic compounds;Organic acids and derivatives;Sulfinohydrazonoperoxoic acids
"Imidazo[1,2-d][1,2,4]triazines",CHEMONTID:0004379,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0004379,"Organic compounds;Organoheterocyclic compounds;Imidazo[1,2-d][1,2,4]triazines"
Carbothioic S-acids,CHEMONTID:0003107,3,CHEMONTID:0000264,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0003107,Organic compounds;Organic acids and derivatives;Carbothioic S-acids
Inorganic anions,CHEMONTID:0003611,3,CHEMONTID:0001568,CHEMONTID:0000001;CHEMONTID:0001568;CHEMONTID:0003611,Inorganic compounds;Miscellaneous inorganic compounds;Inorganic anions
Dibenzylbutane lignans,CHEMONTID:0001969,3,CHEMONTID:0001392,CHEMONTID:0000000;CHEMONTID:0001392;CHEMONTID:0001969,"Organic compounds;Lignans, neolignans and related compounds;Dibenzylbutane lignans"
Isoflavonoids,CHEMONTID:0002506,3,CHEMONTID:0000261,CHEMONTID:0000000;CHEMONTID:0000261;CHEMONTID:0002506,Organic compounds;Phenylpropanoids and polyketides;Isoflavonoids
Glycerophosphonolipids,CHEMONTID:0003616,3,CHEMONTID:0000012,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0003616,Organic compounds;Lipids and lipid-like molecules;Glycerophosphonolipids
Isoxazolopyridines,CHEMONTID:0002330,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002330,Organic compounds;Organoheterocyclic compounds;Isoxazolopyridines
Isoaporphines,CHEMONTID:0003018,3,CHEMONTID:0000279,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0003018,Organic compounds;Alkaloids and derivatives;Isoaporphines
Acutumine and related alkaloids,CHEMONTID:0002791,3,CHEMONTID:0000279,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0002791,Organic compounds;Alkaloids and derivatives;Acutumine and related alkaloids
Thiocarbonyl compounds,CHEMONTID:0001198,3,CHEMONTID:0000004,CHEMONTID:0000000;CHEMONTID:0000004;CHEMONTID:0001198,Organic compounds;Organosulfur compounds;Thiocarbonyl compounds
Alkylphosphonofluoridic acids and esters,CHEMONTID:0004483,3,CHEMONTID:0000400,CHEMONTID:0000000;CHEMONTID:0000400;CHEMONTID:0004483,Organic compounds;Organophosphorus compounds;Alkylphosphonofluoridic acids and esters
Pyrrolizines,CHEMONTID:0000219,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000219,Organic compounds;Organoheterocyclic compounds;Pyrrolizines
Organic oxoazanium compounds,CHEMONTID:0001508,3,CHEMONTID:0004603,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0001508,Organic compounds;Organic oxygen compounds;Organic oxoazanium compounds
Inorganic cyanides,CHEMONTID:0001018,3,CHEMONTID:0001568,CHEMONTID:0000001;CHEMONTID:0001568;CHEMONTID:0001018,Inorganic compounds;Miscellaneous inorganic compounds;Inorganic cyanides
Vinylogous thioesters,CHEMONTID:0004020,3,CHEMONTID:0000264,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0004020,Organic compounds;Organic acids and derivatives;Vinylogous thioesters
Pyrrolines,CHEMONTID:0000091,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000091,Organic compounds;Organoheterocyclic compounds;Pyrrolines
Organic trisulfides,CHEMONTID:0002799,3,CHEMONTID:0000004,CHEMONTID:0000000;CHEMONTID:0000004;CHEMONTID:0002799,Organic compounds;Organosulfur compounds;Organic trisulfides
Thiohemiaminal derivatives,CHEMONTID:0001666,3,CHEMONTID:0000004,CHEMONTID:0000000;CHEMONTID:0000004;CHEMONTID:0001666,Organic compounds;Organosulfur compounds;Thiohemiaminal derivatives
Trioxolanes,CHEMONTID:0001854,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001854,Organic compounds;Organoheterocyclic compounds;Trioxolanes
Homogeneous actinide compounds,CHEMONTID:0000430,3,CHEMONTID:0000422,CHEMONTID:0000001;CHEMONTID:0000422;CHEMONTID:0000430,Inorganic compounds;Homogeneous metal compounds;Homogeneous actinide compounds
Inorganic nickel compounds,CHEMONTID:0004061,3,CHEMONTID:0001568,CHEMONTID:0000001;CHEMONTID:0001568;CHEMONTID:0004061,Inorganic compounds;Miscellaneous inorganic compounds;Inorganic nickel compounds
"Furo[3,2-d]pyrimidine glycosides",CHEMONTID:0003707,3,CHEMONTID:0000289,CHEMONTID:0000000;CHEMONTID:0000289;CHEMONTID:0003707,"Organic compounds;Nucleosides, nucleotides, and analogues;Furo[3,2-d]pyrimidine glycosides"
Piperazinopiperidines,CHEMONTID:0002377,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002377,Organic compounds;Organoheterocyclic compounds;Piperazinopiperidines
Imidazopyridines,CHEMONTID:0000328,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000328,Organic compounds;Organoheterocyclic compounds;Imidazopyridines
Organosulfenic acids and derivatives,CHEMONTID:0000268,3,CHEMONTID:0000264,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000268,Organic compounds;Organic acids and derivatives;Organosulfenic acids and derivatives
Macrolides and analogues,CHEMONTID:0000147,3,CHEMONTID:0000261,CHEMONTID:0000000;CHEMONTID:0000261;CHEMONTID:0000147,Organic compounds;Phenylpropanoids and polyketides;Macrolides and analogues
Dithiins,CHEMONTID:0002055,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002055,Organic compounds;Organoheterocyclic compounds;Dithiins
Dithiocarbamic acids and derivatives,CHEMONTID:0003934,3,CHEMONTID:0000264,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0003934,Organic compounds;Organic acids and derivatives;Dithiocarbamic acids and derivatives
Aspidofractine alkaloids,CHEMONTID:0003755,3,CHEMONTID:0000279,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0003755,Organic compounds;Alkaloids and derivatives;Aspidofractine alkaloids
Benzoxadiazoles,CHEMONTID:0001930,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001930,Organic compounds;Organoheterocyclic compounds;Benzoxadiazoles
Condylocarpan alkaloids,CHEMONTID:0003756,3,CHEMONTID:0000279,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0003756,Organic compounds;Alkaloids and derivatives;Condylocarpan alkaloids
Quinuclidines,CHEMONTID:0000252,3,CHEMONTID:0000002,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000252,Organic compounds;Organoheterocyclic compounds;Quinuclidines
