#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags	internalFilename
1650	M+H	 	      58-08-2	1	Caffeine	Isolated	 	194.08	spectra/specs_ms.mgf1650	1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3	 	Orbitrap	Positive	LC-ESI	195.087	lib-00012.mgf	Bronze	3	0.979646	4.0672	0.000793457	1	GNPS-LIBRARY	Najla Moufarreg	195.087	2519	0	8	CN1C=NC2=C1C(=O)N(C(=O)N2C)C	1	195.088	spectra/specs_ms.mgf	CCMSLIB00003142435	5.43528e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	195.088
4028	M+H	93-10-7	0	2-QUINOLINECARBOXYLIC ACID	Commercial standard	Prasad	173.048	spectra/specs_ms.mgf4028	N/A	N/A	Q-Exactive Plus	Positive	LC-ESI	174.06	lib-00014.mgf	Gold	1	0.973366	27.5265	0.00479126	1	GNPS-EMBL-MCF	Alexandrov Theodore	174.06	7124	0	7	C1=CC=C2C(=C1)C=CC(=N2)C(=O)O	1	174.055	specs_ms.mgf	CCMSLIB00000578073	5.5719e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.mgf
7103	M+H	153-94-6	0	D-TRYPTOPHAN	Commercial standard	Prasad	204.09	spectra/specs_ms.mgf7103	N/A	N/A	Q-Exactive Plus	Positive	LC-ESI	205.1	lib-00014.mgf	Gold	1	0.973298	12.2011	0.00250244	1	GNPS-EMBL-MCF	Alexandrov Theodore	205.1	9060	0	16	c1cccc2c1c(c[nH]2)C[C@@H](N)C(=O)O	1	205.098	specs_ms.mgf	CCMSLIB00000577929	1.51753e+07	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.mgf
14613	M+H	61541	1	Tryptamine	Isolated	NIST	0.0	spectra/specs_ms.mgf14613	InChI=1S/C10H12N2/c11-6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6,11H2	N/A	Q-TOF	Positive	ESI	161.107	lib-00034.mgf	Bronze	3	0.973297	1.89424	0.000305176	1	NIST17	NIST	161.107	N/A	0	4	C1=CC=C2C(=C1)C(=CN2)CCN	1	161.108	specs_ms.mgf	CCMSLIB00003190690	2.20834e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
500	M+H	37942077	1	3,5-Di-tert-butyl-2-hydroxybenzaldehyde	Isolated	NIST	0.0	spectra/specs_ms.mgf500	InChI=1S/C15H22O2/c1-14(2,3)11-7-10(9-16)13(17)12(8-11)15(4,5)6/h7-9,17H,1-6H3	N/A	HCD	Positive	ESI	235.169	lib-00034.mgf	Bronze	3	0.973119	0.843496	0.000198364	1	NIST17	NIST	235.169	N/A	0	5	CC(C)(C)C1=CC(=C(C(=C1)C=O)O)C(C)(C)C	1	235.169	specs_ms.mgf	CCMSLIB00003663612	4.46844e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
6193	M+H	2365404	1	Isopentenyladenine	Isolated	NIST	0.0	spectra/specs_ms.mgf6193	InChI=1S/C10H13N5/c1-7(2)3-4-11-9-8-10(13-5-12-8)15-6-14-9/h3,5-6H,4H2,1-2H3,(H2,11,12,13,14,15)	N/A	HCD	Positive	ESI	204.124	lib-00034.mgf	Bronze	3	0.973046	3.96188	0.000808716	1	NIST17	NIST	204.124	N/A	0	4	CC(=CCNC1=NC=NC2=C1NC=N2)C	1	204.124	specs_ms.mgf	CCMSLIB00003478673	1.9248e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
3552	M+H	0	1	Phe-Leu	Isolated	NIST	0.0	spectra/specs_ms.mgf3552	InChI=1S/C15H22N2O3/c1-10(2)8-13(15(19)20)17-14(18)12(16)9-11-6-4-3-5-7-11/h3-7,10,12-13H,8-9,16H2,1-2H3,(H,17,18)(H,19,20)/t12-,13-/m0/s1	N/A	HCD	Positive	ESI	279.17	lib-00034.mgf	Bronze	3	0.972939	0.437261	0.00012207	1	NIST17	NIST	279.17	N/A	0	8	CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)N	1	279.17	specs_ms.mgf	CCMSLIB00003736428	9.6182e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
9161	M+H	N/A	1	B26A07_Zoanths	Commercial	Sirenas Marine Discovery	0.0	spectra/specs_ms.mgf9161	N/A	N/A	qTof	Positive	LC-ESI	496.306	lib-00009.mgf	Bronze	3	0.972746	0.799363	0.000396729	1	GNPS-FAULKNERLEGACY	Sirenas Marine Discovery	496.306	N/A	0	39	N/A	1	496.306	specs_ms.mgf	CCMSLIB00000081103	2.39212e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
36	M+H-H2O	2420566	1	10E,12Z-octadecadienoic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf36	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-9H,2-5,10-17H2,1H3,(H,19,20)/b7-6-,9-8+	N/A	HCD	Positive	ESI	263.237	lib-00034.mgf	Bronze	3	0.972689	0.695592	0.000183105	1	NIST17	NIST	263.237	N/A	0	56	CCCCCC=CC=CCCCCCCCCC(=O)O	1	263.237	specs_ms.mgf	CCMSLIB00003328899	7.39714e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4042	M+H	117817	1	Spectral Match to Bis(2-ethylhexyl) phthalate from NIST14	Isolated	Data deposited by rsilva	0.0	spectra/specs_ms.mgf4042	N/A	N/A	IT/ion trap	Positive	ESI	391.284	lib-00030.mgf	Bronze	3	0.97238	2.57378	0.00100708	1	GNPS-NIST14-MATCHES	Data from Rob Knight	391.284	N/A	0	5	N/A	1	391.285	specs_ms.mgf	CCMSLIB00003136650	2.27374e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	Plasticizer	specs_ms.mgf
9245	M+H	N/A	1	B26A07_Zoanths	Commercial	Sirenas Marine Discovery	0.0	spectra/specs_ms.mgf9245	N/A	N/A	qTof	Positive	LC-ESI	496.306	lib-00009.mgf	Bronze	3	0.972282	0.430426	0.000213623	1	GNPS-FAULKNERLEGACY	Sirenas Marine Discovery	496.306	N/A	0	30	N/A	1	496.306	specs_ms.mgf	CCMSLIB00000081103	4.67376e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
3867	M+H-C2H6O	84662	1	Spectral Match to Diethyl phthalate from NIST14	Isolated	Data deposited by marjo	0.0	spectra/specs_ms.mgf3867	N/A	N/A	QqQ	Positive	ESI	177.055	lib-00030.mgf	Bronze	3	0.971759	1.12035	0.000198364	1	GNPS-NIST14-MATCHES	Data from Maria Maansson	177.055	N/A	0	8	N/A	1	177.055	specs_ms.mgf	CCMSLIB00003139560	7.69871e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
6601	M+H-H2O	556081	1	p-Acetaminobenzoic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf6601	InChI=1S/C9H9NO3/c1-6(11)10-8-4-2-7(3-5-8)9(12)13/h2-5H,1H3,(H,10,11)(H,12,13)	N/A	HCD	Positive	ESI	162.055	lib-00034.mgf	Bronze	3	0.971471	0.659107	0.000106812	1	NIST17	NIST	162.055	N/A	0	4	CC(=O)NC1=CC=C(C=C1)C(=O)O	1	162.055	specs_ms.mgf	CCMSLIB00003315161	1.93296e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
18261	M+H	29813874	1	4-Hydroxy-4'-methyldiphenylamine	Isolated	NIST	0.0	spectra/specs_ms.mgf18261	InChI=1S/C13H13NO/c1-10-2-4-11(5-3-10)14-12-6-8-13(15)9-7-12/h2-9,14-15H,1H3	N/A	HCD	Positive	ESI	200.107	lib-00034.mgf	Bronze	3	0.971397	0	0	1	NIST17	NIST	200.107	N/A	0	5	CC1=CC=C(C=C1)NC2=CC=C(C=C2)O	1	200.107	specs_ms.mgf	CCMSLIB00003304796	690556	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
25	M+H	2615158	1	Hexaethylene glycol	Isolated	NIST	0.0	spectra/specs_ms.mgf25	InChI=1S/C12H26O7/c13-1-3-15-5-7-17-9-11-19-12-10-18-8-6-16-4-2-14/h13-14H,1-12H2	N/A	HCD	Positive	ESI	283.175	lib-00034.mgf	Bronze	3	0.970802	3.23308	0.000915527	1	NIST17	NIST	283.175	N/A	0	4	C(COCCOCCOCCOCCOCCO)O	1	283.174	specs_ms.mgf	CCMSLIB00003303606	3.53763e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
917	[M+H]+	119515-38-7	1	MassbankEU:SM822901 Icaridin|Bbutan-2-yl 2-(2-hydroxyethyl)piperidine-1-carboxylate	Isolated	Massbank	0.0	spectra/specs_ms.mgf917	1S/C12H23NO3/c1-3-10(2)16-12(15)13-8-5-4-6-11(13)7-9-14/h10-11,14H,3-9H2,1-2H3	N/A	LC-ESI-QFT	Positive	ESI	230.175	lib-00011.mgf	Bronze	3	0.970716	1.25955	0.000289917	1	MASSBANKEU	Massbank EU	230.175	N/A	0	11	CCC(C)OC(=O)N1CCCCC1CCO	1	230.175	specs_ms.mgf	CCMSLIB00000841618	6.29546e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
18316	Cat	10328355	1	Spectral Match to Benzyldodecyldimethylammonium from NIST14	Isolated	Data deposited by marjo	0.0	spectra/specs_ms.mgf18316	N/A	N/A	QqQ	Positive	ESI	304.302	lib-00030.mgf	Bronze	3	0.969428	7.52154	0.00228882	1	GNPS-NIST14-MATCHES	Data from Maria Maansson	304.302	N/A	0	4	N/A	1	304.3	specs_ms.mgf	CCMSLIB00003138447	1.53442e+08	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
9943	M+H-2H2O	3398672	1	1.alpha.-Methyl-5.alpha.-androstan-3.alpha.-ol-17-one	Isolated	NIST	0.0	spectra/specs_ms.mgf9943	InChI=1S/C20H32O2/c1-12-10-14(21)11-13-4-5-15-16-6-7-18(22)19(16,2)9-8-17(15)20(12,13)3/h12-17,21H,4-11H2,1-3H3/t12-,13-,14+,15-,16-,17-,19-,20-/m0/s1	N/A	HCD	Positive	ESI	269.226	lib-00034.mgf	Bronze	3	0.968731	0.340059	9.15527e-05	1	NIST17	NIST	269.226	N/A	0	39	CC1CC(CC2C1(C3CCC4(C(C3CC2)CCC4=O)C)C)O	1	269.227	specs_ms.mgf	CCMSLIB00003494851	1.86762e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
302	Cat	16287711	1	Benzyldimethyltetradecylammonium cation	Isolated	NIST	0.0	spectra/specs_ms.mgf302	InChI=1S/C23H42N/c1-4-5-6-7-8-9-10-11-12-13-14-18-21-24(2,3)22-23-19-16-15-17-20-23/h15-17,19-20H,4-14,18,21-22H2,1-3H3/q+1	N/A	HCD	Positive	ESI	332.331	lib-00034.mgf	Bronze	3	0.968139	0.275486	9.15527e-05	1	NIST17	NIST	332.331	N/A	0	4	CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1	1	332.331	specs_ms.mgf	CCMSLIB00003378693	6.36772e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
17624	Cat	16287711	1	Benzyldimethyltetradecylammonium cation	Isolated	NIST	0.0	spectra/specs_ms.mgf17624	InChI=1S/C23H42N/c1-4-5-6-7-8-9-10-11-12-13-14-18-21-24(2,3)22-23-19-16-15-17-20-23/h15-17,19-20H,4-14,18,21-22H2,1-3H3/q+1	N/A	HCD	Positive	ESI	332.331	lib-00034.mgf	Bronze	3	0.968139	0.275486	9.15527e-05	1	NIST17	NIST	332.331	N/A	0	4	CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1	1	332.331	specs_ms.mgf	CCMSLIB00003378693	6.36772e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
15629	M+H	539151	1	Hordenine	Isolated	NIST	0.0	spectra/specs_ms.mgf15629	InChI=1S/C10H15NO/c1-11(2)8-7-9-3-5-10(12)6-4-9/h3-6,12H,7-8H2,1-2H3	N/A	HCD	Positive	ESI	166.123	lib-00034.mgf	Bronze	3	0.968017	1.7452	0.000289917	1	NIST17	NIST	166.123	N/A	0	6	CN(C)CCC1=CC=C(C=C1)O	1	166.123	specs_ms.mgf	CCMSLIB00003299052	8.94641e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
14618	M+H	1086802	1	Lumichrome	Isolated	NIST	0.0	spectra/specs_ms.mgf14618	InChI=1S/C12H10N4O2/c1-5-3-7-8(4-6(5)2)14-10-9(13-7)11(17)16-12(18)15-10/h3-4H,1-2H3,(H2,14,15,16,17,18)	N/A	HCD	Positive	ESI	243.088	lib-00034.mgf	Bronze	3	0.966699	2.51083	0.000610352	1	NIST17	NIST	243.088	N/A	0	12	CC1=CC2=C(C=C1C)N=C3C(=N2)C(=O)NC(=O)N3	1	243.087	specs_ms.mgf	CCMSLIB00003657493	1.44825e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
17459	M+H	2615158	1	Hexaethylene glycol	Isolated	NIST	0.0	spectra/specs_ms.mgf17459	InChI=1S/C12H26O7/c13-1-3-15-5-7-17-9-11-19-12-10-18-8-6-16-4-2-14/h13-14H,1-12H2	N/A	HCD	Positive	ESI	283.175	lib-00034.mgf	Bronze	3	0.966578	3.87969	0.00109863	1	NIST17	NIST	283.175	N/A	0	6	C(COCCOCCOCCOCCOCCO)O	1	283.174	specs_ms.mgf	CCMSLIB00003303605	5.66073e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
19712	M+H	5579668	1	Spectral Match to Decaethylene glycol from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.mgf19712	N/A	N/A	QqQ	Positive	ESI	459.28	lib-00030.mgf	Bronze	3	0.966255	9.16963	0.00421143	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	459.28	N/A	0	8	N/A	1	459.284	specs_ms.mgf	CCMSLIB00003135910	3.2079e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
12855	M+H	101542	1	1,4-Benzenediamine, N-phenyl-	Isolated	NIST	0.0	spectra/specs_ms.mgf12855	InChI=1S/C12H12N2/c13-10-6-8-12(9-7-10)14-11-4-2-1-3-5-11/h1-9,14H,13H2	N/A	HCD	Positive	ESI	185.107	lib-00034.mgf	Bronze	3	0.966148	1.64864	0.000305176	1	NIST17	NIST	185.107	N/A	0	9	C1=CC=C(C=C1)NC2=CC=C(C=C2)N	1	185.108	specs_ms.mgf	CCMSLIB00003476687	1.51845e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
985	M+H	 	1	CocamidoprpylBetaine	Lysate	AMelnik	342.288	spectra/specs_ms.mgf985	 	 	qTof	Positive	LC-ESI	343.3	lib-00012.mgf	Bronze	3	0.96582	11.6452	0.0039978	1	GNPS-LIBRARY	PDorrestein	343.3	 	0	6	CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]	1	343.296	specs_ms.mgf	CCMSLIB00000579927	2.64912e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
382	M+H	5579668	1	Spectral Match to Decaethylene glycol from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.mgf382	N/A	N/A	QqQ	Positive	ESI	459.28	lib-00030.mgf	Bronze	3	0.963621	1.06315	0.000488281	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	459.28	N/A	0	9	N/A	1	459.28	specs_ms.mgf	CCMSLIB00003135910	8.80392e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
5247	M+H-H2O	1445908495	1	1-Pyrrolidineethanol, .alpha.-phenyl-.beta.-propyl-	Isolated	NIST	0.0	spectra/specs_ms.mgf5247	InChI=1S/C15H23NO/c1-2-8-14(16-11-6-7-12-16)15(17)13-9-4-3-5-10-13/h3-5,9-10,14-15,17H,2,6-8,11-12H2,1H3	N/A	HCD	Positive	ESI	216.175	lib-00034.mgf	Bronze	3	0.962875	1.41171	0.000305176	1	NIST17	NIST	216.175	N/A	0	4	CCCC(C(C1=CC=CC=C1)O)N2CCCC2	1	216.175	specs_ms.mgf	CCMSLIB00003581384	8.69697e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
17239	M-H+2Na	401810513	1	1-Oleoyl-2-hydroxy-sn-glycero-3-phospho-(1'-rac-glycerol)	Isolated	NIST	0.0	spectra/specs_ms.mgf17239	InChI=1S/C24H47O9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-24(28)31-19-23(27)21-33-34(29,30)32-20-22(26)18-25/h9-10,22-23,25-27H,2-8,11-21H2,1H3,(H,29,30)/b10-9-/t22?,23-/m1/s1	N/A	HCD	Positive	ESI	555.267	lib-00034.mgf	Bronze	3	0.961843	1.75873	0.000976562	1	NIST17	NIST	555.267	N/A	0	5	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(CO)O)O	1	555.268	specs_ms.mgf	CCMSLIB00003393653	641865	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
18794	M+H	112607	1	Tetraethylene glycol	Isolated	NIST	0.0	spectra/specs_ms.mgf18794	InChI=1S/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2	N/A	HCD	Positive	ESI	195.123	lib-00034.mgf	Bronze	3	0.961604	0.469206	9.15527e-05	1	NIST17	NIST	195.123	N/A	0	7	C(COCCOCCOCCO)O	1	195.123	specs_ms.mgf	CCMSLIB00003441001	1.03288e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
8397	M+H-CH2O2	553219	1	Costunolide	Isolated	NIST	0.0	spectra/specs_ms.mgf8397	InChI=1S/C15H20O2/c1-10-5-4-6-11(2)9-14-13(8-7-10)12(3)15(16)17-14/h5,9,13-14H,3-4,6-8H2,1-2H3/b10-5-,11-9-/t13-,14+/m0/s1	N/A	HCD	Positive	ESI	187.148	lib-00034.mgf	Bronze	3	0.961342	1.05993	0.000198364	1	NIST17	NIST	187.148	N/A	0	31	CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C	1	187.148	specs_ms.mgf	CCMSLIB00003377674	9.44496e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
3841	M+H	3992458	1	Decanoyl-L-carnitine	Isolated	NIST	0.0	spectra/specs_ms.mgf3841	InChI=1S/C17H33NO4/c1-5-6-7-8-9-10-11-12-17(21)22-15(13-16(19)20)14-18(2,3)4/h15H,5-14H2,1-4H3/t15-/m1/s1	N/A	HCD	Positive	ESI	316.248	lib-00034.mgf	Bronze	3	0.960902	0.675492	0.000213623	1	NIST17	NIST	316.248	N/A	0	9	CCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	316.248	specs_ms.mgf	CCMSLIB00003423586	5.78296e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
1345	M+H	17364168	1	Spectral Match to Lyso-PC(16:0) from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.mgf1345	N/A	N/A	Q-TOF	Positive	ESI	496.339	lib-00030.mgf	Bronze	3	0.95984	4.24249	0.00210571	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	496.339	N/A	0	10	N/A	1	496.341	specs_ms.mgf	CCMSLIB00003135613	5.46639e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
14692	M+H	363-36-0	0	Kynuramine	Isolated	N/A	0.0	spectra/specs_ms.mgf14692	InChI=1S/C9H12N2O/c10-6-5-9(12)7-3-1-2-4-8(7)11/h1-4H,5-6,10-11H2	N/A	LC-ESI-QTOF	Positive-10eV	LC-ESI	165.102	lib-00031.mgf	Bronze	3	0.959564	1.29388	0.000213623	1	METLIN	Metlin	165.102	N/A	0	11	N/A	1	165.102	specs_ms.mgf	CCMSLIB00000494054	9.05408e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
9776	M+H	88993	1	1,2-Benzenedicarboxylic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf9776	InChI=1S/C8H6O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)(H,11,12)	N/A	Q-TOF	Positive	ESI	167.034	lib-00034.mgf	Bronze	3	0.95931	0.548109	9.15527e-05	1	NIST17	NIST	167.034	N/A	0	4	C1=CC=C(C(=C1)C(=O)O)C(=O)O	1	167.034	specs_ms.mgf	CCMSLIB00003229549	3.91468e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
8	2M+H	301020	1	Spectral Match to 9-Octadecenamide, (Z)- from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.mgf8	N/A	N/A	QqQ	Positive	ESI	563.552	lib-00030.mgf	Bronze	3	0.959291	0.324913	0.000183105	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	563.552	N/A	0	40	N/A	1	563.552	specs_ms.mgf	CCMSLIB00003137784	1.2469e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
616	[M+H]+	78-40-0	1	MassbankEU:SM883101 Triethylphosphate|Triethyl phosphate	Isolated	Massbank	0.0	spectra/specs_ms.mgf616	1S/C6H15O4P/c1-4-8-11(7,9-5-2)10-6-3/h4-6H2,1-3H3	N/A	LC-ESI-QFT	Positive	ESI	183.078	lib-00011.mgf	Bronze	3	0.958711	1.0835	0.000198364	1	MASSBANKEU	Massbank EU	183.078	N/A	0	6	CCOP(=O)(OCC)OCC	1	183.078	specs_ms.mgf	CCMSLIB00000842082	9.35639e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
7619	M+H	22671290	1	Hexanoyl-L-carnitine	Isolated	NIST	0.0	spectra/specs_ms.mgf7619	InChI=1S/C13H25NO4/c1-5-6-7-8-13(17)18-11(9-12(15)16)10-14(2,3)4/h11H,5-10H2,1-4H3/t11-/m1/s1	N/A	HCD	Positive	ESI	260.186	lib-00034.mgf	Bronze	3	0.957019	0.703749	0.000183105	1	NIST17	NIST	260.186	N/A	0	6	CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	260.186	specs_ms.mgf	CCMSLIB00003578205	6.64291e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
14419	M+H	122372	1	Spectral Match to 4-(Phenylamino)phenol from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.mgf14419	N/A	N/A	HCD	Positive	ESI	186.091	lib-00030.mgf	Bronze	3	0.956778	2.70588	0.00050354	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	186.091	N/A	0	7	N/A	1	186.092	specs_ms.mgf	CCMSLIB00003138613	280432	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
3439	M+H-2H2O	24738485	1	Dodeca-2(E),4(E)-dienoic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf3439	InChI=1S/C12H20O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h8-11H,2-7H2,1H3,(H,13,14)/b9-8+,11-10+	N/A	HCD	Positive	ESI	161.133	lib-00034.mgf	Bronze	3	0.955998	0.568183	9.15527e-05	1	NIST17	NIST	161.133	N/A	0	12	CCCCCCCC=CC=CC(=O)O	1	161.133	specs_ms.mgf	CCMSLIB00003575210	1.63873e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
2471	M+H-H2O	879722573	1	Pentedrone	Isolated	NIST	0.0	spectra/specs_ms.mgf2471	InChI=1S/C12H17NO/c1-3-7-11(13-2)12(14)10-8-5-4-6-9-10/h4-6,8-9,11,13H,3,7H2,1-2H3	N/A	HCD	Positive	ESI	174.128	lib-00034.mgf	Bronze	3	0.955807	1.13919	0.000198364	1	NIST17	NIST	174.128	N/A	0	10	CCCC(C(=O)C1=CC=CC=C1)NC	1	174.128	specs_ms.mgf	CCMSLIB00003363066	2.89336e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
18090	M+H-H2O	879722573	1	Pentedrone	Isolated	NIST	0.0	spectra/specs_ms.mgf18090	InChI=1S/C12H17NO/c1-3-7-11(13-2)12(14)10-8-5-4-6-9-10/h4-6,8-9,11,13H,3,7H2,1-2H3	N/A	HCD	Positive	ESI	174.128	lib-00034.mgf	Bronze	3	0.955807	1.13919	0.000198364	1	NIST17	NIST	174.128	N/A	0	10	CCCC(C(=O)C1=CC=CC=C1)NC	1	174.128	specs_ms.mgf	CCMSLIB00003363066	2.89336e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
5720	M+H	2497587	1	Spectral Match to p-tert-Octylphenol hexaglycol ether from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.mgf5720	N/A	N/A	QqQ	Positive	ESI	471.332	lib-00030.mgf	Bronze	3	0.95545	0.194243	9.15527e-05	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	471.332	N/A	0	36	N/A	1	471.332	specs_ms.mgf	CCMSLIB00003137317	3.27223e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
19314	M+H	0	1	Phe-Leu	Isolated	NIST	0.0	spectra/specs_ms.mgf19314	InChI=1S/C15H22N2O3/c1-10(2)8-13(15(19)20)17-14(18)12(16)9-11-6-4-3-5-7-11/h3-7,10,12-13H,8-9,16H2,1-2H3,(H,17,18)(H,19,20)/t12-,13-/m0/s1	N/A	HCD	Positive	ESI	279.17	lib-00034.mgf	Bronze	3	0.955143	0.437261	0.00012207	1	NIST17	NIST	279.17	N/A	0	8	CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)N	1	279.17	specs_ms.mgf	CCMSLIB00003736428	8.39008e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
6324	M+H	84662	1	Spectral Match to Diethyl phthalate from NIST14	Isolated	Data deposited by marjo	0.0	spectra/specs_ms.mgf6324	N/A	N/A	QqQ	Positive	ESI	223.097	lib-00030.mgf	Bronze	3	0.954698	0.478767	0.000106812	1	GNPS-NIST14-MATCHES	Data from Maria Maansson	223.097	N/A	0	4	N/A	1	223.097	specs_ms.mgf	CCMSLIB00003139793	9.59076e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
3528	M-H-C2H2O3	41340254	1	Etodolac	Isolated	NIST	0.0	spectra/specs_ms.mgf3528	InChI=1S/C17H21NO3/c1-3-11-6-5-7-12-13-8-9-21-17(4-2,10-14(19)20)16(13)18-15(11)12/h5-7,18H,3-4,8-10H2,1-2H3,(H,19,20)	N/A	HCD	Negative	ESI	212.145	lib-00034.mgf	Bronze	3	0.954613	4.24366	0.000900269	1	NIST17	NIST	212.145	N/A	0	4	CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O	1	212.144	specs_ms.mgf	CCMSLIB00003472260	2.46642e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
